item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
16,liked,embed,local,1,b,none,none,surgeon,mechanic,injured,herself,The surgeon that the mechanic liked injured herself . <eos>,The surgeon that the mechanic liked injured herself .
16,liked,embed,local,1,c,none,none,banker,surgeon,injured,herself,The banker that the surgeon liked injured herself . <eos>,The banker that the surgeon liked injured herself .
16,liked,embed,local,1,d,none,none,surgeon,banker,injured,herself,The surgeon that the banker liked injured herself . <eos>,The surgeon that the banker liked injured herself .
16,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,injured,herself,The mechanics that the surgeon liked injured herself . <eos>,The mechanics that the surgeon liked injured herself .
16,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,injured,herself,The surgeons that the mechanic liked injured herself . <eos>,The surgeons that the mechanic liked injured herself .
16,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,injured,herself,The bankers that the surgeon liked injured herself . <eos>,The bankers that the surgeon liked injured herself .
16,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,injured,herself,The surgeons that the banker liked injured herself . <eos>,The surgeons that the banker liked injured herself .
16,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,injured,herself,The mechanic that the surgeons liked injured herself . <eos>,The mechanic that the surgeons liked injured herself .
16,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,injured,herself,The surgeon that the mechanics liked injured herself . <eos>,The surgeon that the mechanics liked injured herself .
16,liked,embed,local,1,c,rc_subj,number,banker,surgeons,injured,herself,The banker that the surgeons liked injured herself . <eos>,The banker that the surgeons liked injured herself .
16,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,injured,herself,The surgeon that the bankers liked injured herself . <eos>,The surgeon that the bankers liked injured herself .
17,liked,embed,local,1,a,none,none,mechanic,surgeon,congratulated,herself,The mechanic that the surgeon liked congratulated herself . <eos>,The mechanic that the surgeon liked congratulated herself .
17,liked,embed,local,1,b,none,none,surgeon,mechanic,congratulated,herself,The surgeon that the mechanic liked congratulated herself . <eos>,The surgeon that the mechanic liked congratulated herself .
17,liked,embed,local,1,c,none,none,banker,surgeon,congratulated,herself,The banker that the surgeon liked congratulated herself . <eos>,The banker that the surgeon liked congratulated herself .
17,liked,embed,local,1,d,none,none,surgeon,banker,congratulated,herself,The surgeon that the banker liked congratulated herself . <eos>,The surgeon that the banker liked congratulated herself .
17,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,congratulated,herself,The mechanics that the surgeon liked congratulated herself . <eos>,The mechanics that the surgeon liked congratulated herself .
17,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,congratulated,herself,The surgeons that the mechanic liked congratulated herself . <eos>,The surgeons that the mechanic liked congratulated herself .
17,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,congratulated,herself,The bankers that the surgeon liked congratulated herself . <eos>,The bankers that the surgeon liked congratulated herself .
17,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,congratulated,herself,The surgeons that the banker liked congratulated herself . <eos>,The surgeons that the banker liked congratulated herself .
17,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,congratulated,herself,The mechanic that the surgeons liked congratulated herself . <eos>,The mechanic that the surgeons liked congratulated herself .
17,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,congratulated,herself,The surgeon that the mechanics liked congratulated herself . <eos>,The surgeon that the mechanics liked congratulated herself .
17,liked,embed,local,1,c,rc_subj,number,banker,surgeons,congratulated,herself,The banker that the surgeons liked congratulated herself . <eos>,The banker that the surgeons liked congratulated herself .
17,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,congratulated,herself,The surgeon that the bankers liked congratulated herself . <eos>,The surgeon that the bankers liked congratulated herself .
18,liked,embed,local,1,a,none,none,mechanic,surgeon,embarrassed,herself,The mechanic that the surgeon liked embarrassed herself . <eos>,The mechanic that the surgeon liked embarrassed herself .
18,liked,embed,local,1,b,none,none,surgeon,mechanic,embarrassed,herself,The surgeon that the mechanic liked embarrassed herself . <eos>,The surgeon that the mechanic liked embarrassed herself .
18,liked,embed,local,1,c,none,none,banker,surgeon,embarrassed,herself,The banker that the surgeon liked embarrassed herself . <eos>,The banker that the surgeon liked embarrassed herself .
18,liked,embed,local,1,d,none,none,surgeon,banker,embarrassed,herself,The surgeon that the banker liked embarrassed herself . <eos>,The surgeon that the banker liked embarrassed herself .
18,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,embarrassed,herself,The mechanics that the surgeon liked embarrassed herself . <eos>,The mechanics that the surgeon liked embarrassed herself .
18,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,embarrassed,herself,The surgeons that the mechanic liked embarrassed herself . <eos>,The surgeons that the mechanic liked embarrassed herself .
18,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,embarrassed,herself,The bankers that the surgeon liked embarrassed herself . <eos>,The bankers that the surgeon liked embarrassed herself .
18,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,embarrassed,herself,The surgeons that the banker liked embarrassed herself . <eos>,The surgeons that the banker liked embarrassed herself .
18,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,embarrassed,herself,The mechanic that the surgeons liked embarrassed herself . <eos>,The mechanic that the surgeons liked embarrassed herself .
18,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,embarrassed,herself,The surgeon that the mechanics liked embarrassed herself . <eos>,The surgeon that the mechanics liked embarrassed herself .
18,liked,embed,local,1,c,rc_subj,number,banker,surgeons,embarrassed,herself,The banker that the surgeons liked embarrassed herself . <eos>,The banker that the surgeons liked embarrassed herself .
18,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,embarrassed,herself,The surgeon that the bankers liked embarrassed herself . <eos>,The surgeon that the bankers liked embarrassed herself .
19,liked,embed,local,1,a,none,none,mechanic,surgeon,disguised,herself,The mechanic that the surgeon liked disguised herself . <eos>,The mechanic that the surgeon liked disguised herself .
19,liked,embed,local,1,b,none,none,surgeon,mechanic,disguised,herself,The surgeon that the mechanic liked disguised herself . <eos>,The surgeon that the mechanic liked disguised herself .
19,liked,embed,local,1,c,none,none,banker,surgeon,disguised,herself,The banker that the surgeon liked disguised herself . <eos>,The banker that the surgeon liked disguised herself .
19,liked,embed,local,1,d,none,none,surgeon,banker,disguised,herself,The surgeon that the banker liked disguised herself . <eos>,The surgeon that the banker liked disguised herself .
19,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,disguised,herself,The mechanics that the surgeon liked disguised herself . <eos>,The mechanics that the surgeon liked disguised herself .
19,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,disguised,herself,The surgeons that the mechanic liked disguised herself . <eos>,The surgeons that the mechanic liked disguised herself .
19,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,disguised,herself,The bankers that the surgeon liked disguised herself . <eos>,The bankers that the surgeon liked disguised herself .
19,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,disguised,herself,The surgeons that the banker liked disguised herself . <eos>,The surgeons that the banker liked disguised herself .
19,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,disguised,herself,The mechanic that the surgeons liked disguised herself . <eos>,The mechanic that the surgeons liked disguised herself .
19,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,disguised,herself,The surgeon that the mechanics liked disguised herself . <eos>,The surgeon that the mechanics liked disguised herself .
19,liked,embed,local,1,c,rc_subj,number,banker,surgeons,disguised,herself,The banker that the surgeons liked disguised herself . <eos>,The banker that the surgeons liked disguised herself .
19,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,disguised,herself,The surgeon that the bankers liked disguised herself . <eos>,The surgeon that the bankers liked disguised herself .
20,liked,embed,local,1,a,none,none,mechanic,surgeon,hated,herself,The mechanic that the surgeon liked hated herself . <eos>,The mechanic that the surgeon liked hated herself .
20,liked,embed,local,1,b,none,none,surgeon,mechanic,hated,herself,The surgeon that the mechanic liked hated herself . <eos>,The surgeon that the mechanic liked hated herself .
20,liked,embed,local,1,c,none,none,banker,surgeon,hated,herself,The banker that the surgeon liked hated herself . <eos>,The banker that the surgeon liked hated herself .
20,liked,embed,local,1,d,none,none,surgeon,banker,hated,herself,The surgeon that the banker liked hated herself . <eos>,The surgeon that the banker liked hated herself .
20,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,hated,herself,The mechanics that the surgeon liked hated herself . <eos>,The mechanics that the surgeon liked hated herself .
20,liked,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,hated,herself,The surgeons that the mechanic liked hated herself . <eos>,The surgeons that the mechanic liked hated herself .
20,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,hated,herself,The bankers that the surgeon liked hated herself . <eos>,The bankers that the surgeon liked hated herself .
20,liked,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,hated,herself,The surgeons that the banker liked hated herself . <eos>,The surgeons that the banker liked hated herself .
20,liked,embed,local,1,a,rc_subj,number,mechanic,surgeons,hated,herself,The mechanic that the surgeons liked hated herself . <eos>,The mechanic that the surgeons liked hated herself .
20,liked,embed,local,1,b,rc_subj,number,surgeon,mechanics,hated,herself,The surgeon that the mechanics liked hated herself . <eos>,The surgeon that the mechanics liked hated herself .
20,liked,embed,local,1,c,rc_subj,number,banker,surgeons,hated,herself,The banker that the surgeons liked hated herself . <eos>,The banker that the surgeons liked hated herself .
20,liked,embed,local,1,d,rc_subj,number,surgeon,bankers,hated,herself,The surgeon that the bankers liked hated herself . <eos>,The surgeon that the bankers liked hated herself .
