item,rc_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
26,telephoned,embed,local,1,b,none,none,typist,receptionist,had prepared,herself,The typist who the receptionist telephoned had prepared herself . <eos>,The typist who the receptionist telephoned had prepared herself .
26,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had prepared,herself,The mechanics who the receptionist telephoned had prepared herself . <eos>,The mechanics who the receptionist telephoned had prepared herself .
26,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had prepared,herself,The mechanics who the typist telephoned had prepared herself . <eos>,The mechanics who the typist telephoned had prepared herself .
26,telephoned,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had prepared,herself,The receptionist who the mechanics telephoned had prepared herself . <eos>,The receptionist who the mechanics telephoned had prepared herself .
26,telephoned,embed,local,1,b,rc_subj,gender,typist,mechanics,had prepared,herself,The typist who the mechanics telephoned had prepared herself . <eos>,The typist who the mechanics telephoned had prepared herself .
27,telephoned,embed,local,1,a,none,none,receptionist,typist,had shouted,herself,The receptionist who the typist telephoned had shouted herself . <eos>,The receptionist who the typist telephoned had shouted herself .
27,telephoned,embed,local,1,b,none,none,typist,receptionist,had shouted,herself,The typist who the receptionist telephoned had shouted herself . <eos>,The typist who the receptionist telephoned had shouted herself .
27,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had shouted,herself,The mechanics who the receptionist telephoned had shouted herself . <eos>,The mechanics who the receptionist telephoned had shouted herself .
27,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had shouted,herself,The mechanics who the typist telephoned had shouted herself . <eos>,The mechanics who the typist telephoned had shouted herself .
27,telephoned,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had shouted,herself,The receptionist who the mechanics telephoned had shouted herself . <eos>,The receptionist who the mechanics telephoned had shouted herself .
27,telephoned,embed,local,1,b,rc_subj,gender,typist,mechanics,had shouted,herself,The typist who the mechanics telephoned had shouted herself . <eos>,The typist who the mechanics telephoned had shouted herself .
28,telephoned,embed,local,1,a,none,none,receptionist,typist,had washed,herself,The receptionist who the typist telephoned had washed herself . <eos>,The receptionist who the typist telephoned had washed herself .
28,telephoned,embed,local,1,b,none,none,typist,receptionist,had washed,herself,The typist who the receptionist telephoned had washed herself . <eos>,The typist who the receptionist telephoned had washed herself .
28,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had washed,herself,The mechanics who the receptionist telephoned had washed herself . <eos>,The mechanics who the receptionist telephoned had washed herself .
28,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had washed,herself,The mechanics who the typist telephoned had washed herself . <eos>,The mechanics who the typist telephoned had washed herself .
28,telephoned,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had washed,herself,The receptionist who the mechanics telephoned had washed herself . <eos>,The receptionist who the mechanics telephoned had washed herself .
28,telephoned,embed,local,1,b,rc_subj,gender,typist,mechanics,had washed,herself,The typist who the mechanics telephoned had washed herself . <eos>,The typist who the mechanics telephoned had washed herself .
29,telephoned,embed,local,1,a,none,none,receptionist,typist,had asserted,herself,The receptionist who the typist telephoned had asserted herself . <eos>,The receptionist who the typist telephoned had asserted herself .
29,telephoned,embed,local,1,b,none,none,typist,receptionist,had asserted,herself,The typist who the receptionist telephoned had asserted herself . <eos>,The typist who the receptionist telephoned had asserted herself .
29,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,had asserted,herself,The mechanics who the receptionist telephoned had asserted herself . <eos>,The mechanics who the receptionist telephoned had asserted herself .
29,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,had asserted,herself,The mechanics who the typist telephoned had asserted herself . <eos>,The mechanics who the typist telephoned had asserted herself .
29,telephoned,embed,local,1,a,rc_subj,gender,receptionist,mechanics,had asserted,herself,The receptionist who the mechanics telephoned had asserted herself . <eos>,The receptionist who the mechanics telephoned had asserted herself .
29,telephoned,embed,local,1,b,rc_subj,gender,typist,mechanics,had asserted,herself,The typist who the mechanics telephoned had asserted herself . <eos>,The typist who the mechanics telephoned had asserted herself .
30,telephoned,embed,local,1,a,none,none,receptionist,typist,kicked,herself,The receptionist who the typist telephoned kicked herself . <eos>,The receptionist who the typist telephoned kicked herself .
30,telephoned,embed,local,1,b,none,none,typist,receptionist,kicked,herself,The typist who the receptionist telephoned kicked herself . <eos>,The typist who the receptionist telephoned kicked herself .
30,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,receptionist,kicked,herself,The mechanics who the receptionist telephoned kicked herself . <eos>,The mechanics who the receptionist telephoned kicked herself .
30,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,typist,kicked,herself,The mechanics who the typist telephoned kicked herself . <eos>,The mechanics who the typist telephoned kicked herself .
30,telephoned,embed,local,1,a,rc_subj,gender,receptionist,mechanics,kicked,herself,The receptionist who the mechanics telephoned kicked herself . <eos>,The receptionist who the mechanics telephoned kicked herself .
30,telephoned,embed,local,1,b,rc_subj,gender,typist,mechanics,kicked,herself,The typist who the mechanics telephoned kicked herself . <eos>,The typist who the mechanics telephoned kicked herself .
31,telephoned,embed,local,1,a,none,none,stylist,flight attendant,had admired,herself,The stylist who the flight attendant telephoned had admired herself . <eos>,The stylist who the flight attendant telephoned had admired herself .
31,telephoned,embed,local,1,b,none,none,flight attendant,stylist,had admired,herself,The flight attendant who the stylist telephoned had admired herself . <eos>,The flight attendant who the stylist telephoned had admired herself .
31,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,had admired,herself,The mechanics who the stylist telephoned had admired herself . <eos>,The mechanics who the stylist telephoned had admired herself .
31,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,had admired,herself,The mechanics who the flight attendant telephoned had admired herself . <eos>,The mechanics who the flight attendant telephoned had admired herself .
31,telephoned,embed,local,1,a,rc_subj,gender,stylist,mechanics,had admired,herself,The stylist who the mechanics telephoned had admired herself . <eos>,The stylist who the mechanics telephoned had admired herself .
31,telephoned,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,had admired,herself,The flight attendant who the mechanics telephoned had admired herself . <eos>,The flight attendant who the mechanics telephoned had admired herself .
32,telephoned,embed,local,1,a,none,none,stylist,flight attendant,had convinced,herself,The stylist who the flight attendant telephoned had convinced herself . <eos>,The stylist who the flight attendant telephoned had convinced herself .
32,telephoned,embed,local,1,b,none,none,flight attendant,stylist,had convinced,herself,The flight attendant who the stylist telephoned had convinced herself . <eos>,The flight attendant who the stylist telephoned had convinced herself .
32,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,had convinced,herself,The mechanics who the stylist telephoned had convinced herself . <eos>,The mechanics who the stylist telephoned had convinced herself .
32,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,had convinced,herself,The mechanics who the flight attendant telephoned had convinced herself . <eos>,The mechanics who the flight attendant telephoned had convinced herself .
32,telephoned,embed,local,1,a,rc_subj,gender,stylist,mechanics,had convinced,herself,The stylist who the mechanics telephoned had convinced herself . <eos>,The stylist who the mechanics telephoned had convinced herself .
32,telephoned,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,had convinced,herself,The flight attendant who the mechanics telephoned had convinced herself . <eos>,The flight attendant who the mechanics telephoned had convinced herself .
33,telephoned,embed,local,1,a,none,none,stylist,flight attendant,saw,herself,The stylist who the flight attendant telephoned saw herself . <eos>,The stylist who the flight attendant telephoned saw herself .
33,telephoned,embed,local,1,b,none,none,flight attendant,stylist,saw,herself,The flight attendant who the stylist telephoned saw herself . <eos>,The flight attendant who the stylist telephoned saw herself .
33,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,saw,herself,The mechanics who the stylist telephoned saw herself . <eos>,The mechanics who the stylist telephoned saw herself .
33,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,saw,herself,The mechanics who the flight attendant telephoned saw herself . <eos>,The mechanics who the flight attendant telephoned saw herself .
33,telephoned,embed,local,1,a,rc_subj,gender,stylist,mechanics,saw,herself,The stylist who the mechanics telephoned saw herself . <eos>,The stylist who the mechanics telephoned saw herself .
33,telephoned,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,saw,herself,The flight attendant who the mechanics telephoned saw herself . <eos>,The flight attendant who the mechanics telephoned saw herself .
34,telephoned,embed,local,1,a,none,none,stylist,flight attendant,had blamed,herself,The stylist who the flight attendant telephoned had blamed herself . <eos>,The stylist who the flight attendant telephoned had blamed herself .
34,telephoned,embed,local,1,b,none,none,flight attendant,stylist,had blamed,herself,The flight attendant who the stylist telephoned had blamed herself . <eos>,The flight attendant who the stylist telephoned had blamed herself .
34,telephoned,embed,nonlocal,0,a,matrix_subj,gender,mechanics,stylist,had blamed,herself,The mechanics who the stylist telephoned had blamed herself . <eos>,The mechanics who the stylist telephoned had blamed herself .
34,telephoned,embed,nonlocal,0,b,matrix_subj,gender,mechanics,flight attendant,had blamed,herself,The mechanics who the flight attendant telephoned had blamed herself . <eos>,The mechanics who the flight attendant telephoned had blamed herself .
34,telephoned,embed,local,1,a,rc_subj,gender,stylist,mechanics,had blamed,herself,The stylist who the mechanics telephoned had blamed herself . <eos>,The stylist who the mechanics telephoned had blamed herself .
34,telephoned,embed,local,1,b,rc_subj,gender,flight attendant,mechanics,had blamed,herself,The flight attendant who the mechanics telephoned had blamed herself . <eos>,The flight attendant who the mechanics telephoned had blamed herself .
