item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos
63,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,devoted,themselves,The girl that the wives liked devoted themselves . <eos>,The girl that the wives liked devoted themselves .
63,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,devoted,themselves,The wife that the girls liked devoted themselves . <eos>,The wife that the girls liked devoted themselves .
63,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,devoted,themselves,The boys that the husband liked devoted themselves . <eos>,The boys that the husband liked devoted themselves .
63,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,devoted,themselves,The husbands that the boy liked devoted themselves . <eos>,The husbands that the boy liked devoted themselves .
63,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,devoted,themselves,The girls that the wife liked devoted themselves . <eos>,The girls that the wife liked devoted themselves .
63,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,devoted,themselves,The wives that the girl liked devoted themselves . <eos>,The wives that the girl liked devoted themselves .
64,simple,local,c-command,1,a,male,none,none,boys,husbands,considered,themselves,The boys that the husbands liked considered themselves . <eos>,The boys that the husbands liked considered themselves .
64,simple,local,c-command,1,b,male,none,none,husbands,boys,considered,themselves,The husbands that the boys liked considered themselves . <eos>,The husbands that the boys liked considered themselves .
64,simple,local,c-command,1,a,female,none,none,girls,wives,considered,themselves,The girls that the wives liked considered themselves . <eos>,The girls that the wives liked considered themselves .
64,simple,local,c-command,1,b,female,none,none,wives,girls,considered,themselves,The wives that the girls liked considered themselves . <eos>,The wives that the girls liked considered themselves .
64,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,considered,themselves,The boy that the husbands liked considered themselves . <eos>,The boy that the husbands liked considered themselves .
64,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,considered,themselves,The husband that the boys liked considered themselves . <eos>,The husband that the boys liked considered themselves .
64,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,considered,themselves,The girl that the wives liked considered themselves . <eos>,The girl that the wives liked considered themselves .
64,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,considered,themselves,The wife that the girls liked considered themselves . <eos>,The wife that the girls liked considered themselves .
64,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,considered,themselves,The boys that the husband liked considered themselves . <eos>,The boys that the husband liked considered themselves .
64,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,considered,themselves,The husbands that the boy liked considered themselves . <eos>,The husbands that the boy liked considered themselves .
64,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,considered,themselves,The girls that the wife liked considered themselves . <eos>,The girls that the wife liked considered themselves .
64,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,considered,themselves,The wives that the girl liked considered themselves . <eos>,The wives that the girl liked considered themselves .
65,simple,local,c-command,1,a,male,none,none,boys,husbands,identified,themselves,The boys that the husbands liked identified themselves . <eos>,The boys that the husbands liked identified themselves .
65,simple,local,c-command,1,b,male,none,none,husbands,boys,identified,themselves,The husbands that the boys liked identified themselves . <eos>,The husbands that the boys liked identified themselves .
65,simple,local,c-command,1,a,female,none,none,girls,wives,identified,themselves,The girls that the wives liked identified themselves . <eos>,The girls that the wives liked identified themselves .
65,simple,local,c-command,1,b,female,none,none,wives,girls,identified,themselves,The wives that the girls liked identified themselves . <eos>,The wives that the girls liked identified themselves .
65,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,identified,themselves,The boy that the husbands liked identified themselves . <eos>,The boy that the husbands liked identified themselves .
65,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,identified,themselves,The husband that the boys liked identified themselves . <eos>,The husband that the boys liked identified themselves .
65,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,identified,themselves,The girl that the wives liked identified themselves . <eos>,The girl that the wives liked identified themselves .
65,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,identified,themselves,The wife that the girls liked identified themselves . <eos>,The wife that the girls liked identified themselves .
65,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,identified,themselves,The boys that the husband liked identified themselves . <eos>,The boys that the husband liked identified themselves .
65,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,identified,themselves,The husbands that the boy liked identified themselves . <eos>,The husbands that the boy liked identified themselves .
65,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,identified,themselves,The girls that the wife liked identified themselves . <eos>,The girls that the wife liked identified themselves .
65,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,identified,themselves,The wives that the girl liked identified themselves . <eos>,The wives that the girl liked identified themselves .
66,simple,local,c-command,1,a,male,none,none,boys,husbands,made,themselves,The boys that the husbands liked made themselves . <eos>,The boys that the husbands liked made themselves .
66,simple,local,c-command,1,b,male,none,none,husbands,boys,made,themselves,The husbands that the boys liked made themselves . <eos>,The husbands that the boys liked made themselves .
66,simple,local,c-command,1,a,female,none,none,girls,wives,made,themselves,The girls that the wives liked made themselves . <eos>,The girls that the wives liked made themselves .
66,simple,local,c-command,1,b,female,none,none,wives,girls,made,themselves,The wives that the girls liked made themselves . <eos>,The wives that the girls liked made themselves .
66,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,made,themselves,The boy that the husbands liked made themselves . <eos>,The boy that the husbands liked made themselves .
66,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,made,themselves,The husband that the boys liked made themselves . <eos>,The husband that the boys liked made themselves .
66,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,made,themselves,The girl that the wives liked made themselves . <eos>,The girl that the wives liked made themselves .
66,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,made,themselves,The wife that the girls liked made themselves . <eos>,The wife that the girls liked made themselves .
66,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,made,themselves,The boys that the husband liked made themselves . <eos>,The boys that the husband liked made themselves .
66,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,made,themselves,The husbands that the boy liked made themselves . <eos>,The husbands that the boy liked made themselves .
66,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,made,themselves,The girls that the wife liked made themselves . <eos>,The girls that the wife liked made themselves .
66,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,made,themselves,The wives that the girl liked made themselves . <eos>,The wives that the girl liked made themselves .
67,simple,local,c-command,1,a,male,none,none,boys,husbands,found,themselves,The boys that the husbands liked found themselves . <eos>,The boys that the husbands liked found themselves .
67,simple,local,c-command,1,b,male,none,none,husbands,boys,found,themselves,The husbands that the boys liked found themselves . <eos>,The husbands that the boys liked found themselves .
67,simple,local,c-command,1,a,female,none,none,girls,wives,found,themselves,The girls that the wives liked found themselves . <eos>,The girls that the wives liked found themselves .
67,simple,local,c-command,1,b,female,none,none,wives,girls,found,themselves,The wives that the girls liked found themselves . <eos>,The wives that the girls liked found themselves .
67,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,found,themselves,The boy that the husbands liked found themselves . <eos>,The boy that the husbands liked found themselves .
67,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,found,themselves,The husband that the boys liked found themselves . <eos>,The husband that the boys liked found themselves .
67,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,found,themselves,The girl that the wives liked found themselves . <eos>,The girl that the wives liked found themselves .
67,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,found,themselves,The wife that the girls liked found themselves . <eos>,The wife that the girls liked found themselves .
67,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,found,themselves,The boys that the husband liked found themselves . <eos>,The boys that the husband liked found themselves .
67,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,found,themselves,The husbands that the boy liked found themselves . <eos>,The husbands that the boy liked found themselves .
67,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,found,themselves,The girls that the wife liked found themselves . <eos>,The girls that the wife liked found themselves .
67,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,found,themselves,The wives that the girl liked found themselves . <eos>,The wives that the girl liked found themselves .
68,simple,local,c-command,1,a,male,none,none,boys,husbands,distinguished,themselves,The boys that the husbands liked distinguished themselves . <eos>,The boys that the husbands liked distinguished themselves .
68,simple,local,c-command,1,b,male,none,none,husbands,boys,distinguished,themselves,The husbands that the boys liked distinguished themselves . <eos>,The husbands that the boys liked distinguished themselves .
68,simple,local,c-command,1,a,female,none,none,girls,wives,distinguished,themselves,The girls that the wives liked distinguished themselves . <eos>,The girls that the wives liked distinguished themselves .
68,simple,local,c-command,1,b,female,none,none,wives,girls,distinguished,themselves,The wives that the girls liked distinguished themselves . <eos>,The wives that the girls liked distinguished themselves .
68,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,distinguished,themselves,The boy that the husbands liked distinguished themselves . <eos>,The boy that the husbands liked distinguished themselves .
68,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,distinguished,themselves,The husband that the boys liked distinguished themselves . <eos>,The husband that the boys liked distinguished themselves .
68,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,distinguished,themselves,The girl that the wives liked distinguished themselves . <eos>,The girl that the wives liked distinguished themselves .
68,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,distinguished,themselves,The wife that the girls liked distinguished themselves . <eos>,The wife that the girls liked distinguished themselves .
68,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,distinguished,themselves,The boys that the husband liked distinguished themselves . <eos>,The boys that the husband liked distinguished themselves .
68,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,distinguished,themselves,The husbands that the boy liked distinguished themselves . <eos>,The husbands that the boy liked distinguished themselves .
68,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,distinguished,themselves,The girls that the wife liked distinguished themselves . <eos>,The girls that the wife liked distinguished themselves .
68,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,distinguished,themselves,The wives that the girl liked distinguished themselves . <eos>,The wives that the girl liked distinguished themselves .
69,simple,local,c-command,1,a,male,none,none,boys,husbands,taught,themselves,The boys that the husbands liked taught themselves . <eos>,The boys that the husbands liked taught themselves .
69,simple,local,c-command,1,b,male,none,none,husbands,boys,taught,themselves,The husbands that the boys liked taught themselves . <eos>,The husbands that the boys liked taught themselves .
69,simple,local,c-command,1,a,female,none,none,girls,wives,taught,themselves,The girls that the wives liked taught themselves . <eos>,The girls that the wives liked taught themselves .
69,simple,local,c-command,1,b,female,none,none,wives,girls,taught,themselves,The wives that the girls liked taught themselves . <eos>,The wives that the girls liked taught themselves .
69,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,taught,themselves,The boy that the husbands liked taught themselves . <eos>,The boy that the husbands liked taught themselves .
69,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,taught,themselves,The husband that the boys liked taught themselves . <eos>,The husband that the boys liked taught themselves .
69,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,taught,themselves,The girl that the wives liked taught themselves . <eos>,The girl that the wives liked taught themselves .
69,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,taught,themselves,The wife that the girls liked taught themselves . <eos>,The wife that the girls liked taught themselves .
69,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,taught,themselves,The boys that the husband liked taught themselves . <eos>,The boys that the husband liked taught themselves .
69,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,taught,themselves,The husbands that the boy liked taught themselves . <eos>,The husbands that the boy liked taught themselves .
69,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,taught,themselves,The girls that the wife liked taught themselves . <eos>,The girls that the wife liked taught themselves .
69,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,taught,themselves,The wives that the girl liked taught themselves . <eos>,The wives that the girl liked taught themselves .
70,simple,local,c-command,1,a,male,none,none,boys,husbands,killed,themselves,The boys that the husbands liked killed themselves . <eos>,The boys that the husbands liked killed themselves .
70,simple,local,c-command,1,b,male,none,none,husbands,boys,killed,themselves,The husbands that the boys liked killed themselves . <eos>,The husbands that the boys liked killed themselves .
70,simple,local,c-command,1,a,female,none,none,girls,wives,killed,themselves,The girls that the wives liked killed themselves . <eos>,The girls that the wives liked killed themselves .
70,simple,local,c-command,1,b,female,none,none,wives,girls,killed,themselves,The wives that the girls liked killed themselves . <eos>,The wives that the girls liked killed themselves .
70,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,killed,themselves,The boy that the husbands liked killed themselves . <eos>,The boy that the husbands liked killed themselves .
70,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,killed,themselves,The husband that the boys liked killed themselves . <eos>,The husband that the boys liked killed themselves .
70,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,killed,themselves,The girl that the wives liked killed themselves . <eos>,The girl that the wives liked killed themselves .
70,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,killed,themselves,The wife that the girls liked killed themselves . <eos>,The wife that the girls liked killed themselves .
70,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,killed,themselves,The boys that the husband liked killed themselves . <eos>,The boys that the husband liked killed themselves .
70,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,killed,themselves,The husbands that the boy liked killed themselves . <eos>,The husbands that the boy liked killed themselves .
70,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,killed,themselves,The girls that the wife liked killed themselves . <eos>,The girls that the wife liked killed themselves .
70,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,killed,themselves,The wives that the girl liked killed themselves . <eos>,The wives that the girl liked killed themselves .
71,simple,local,c-command,1,a,male,none,none,boys,husbands,called,themselves,The boys that the husbands liked called themselves . <eos>,The boys that the husbands liked called themselves .
71,simple,local,c-command,1,b,male,none,none,husbands,boys,called,themselves,The husbands that the boys liked called themselves . <eos>,The husbands that the boys liked called themselves .
71,simple,local,c-command,1,a,female,none,none,girls,wives,called,themselves,The girls that the wives liked called themselves . <eos>,The girls that the wives liked called themselves .
71,simple,local,c-command,1,b,female,none,none,wives,girls,called,themselves,The wives that the girls liked called themselves . <eos>,The wives that the girls liked called themselves .
71,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,called,themselves,The boy that the husbands liked called themselves . <eos>,The boy that the husbands liked called themselves .
71,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,called,themselves,The husband that the boys liked called themselves . <eos>,The husband that the boys liked called themselves .
71,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,called,themselves,The girl that the wives liked called themselves . <eos>,The girl that the wives liked called themselves .
71,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,called,themselves,The wife that the girls liked called themselves . <eos>,The wife that the girls liked called themselves .
71,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,called,themselves,The boys that the husband liked called themselves . <eos>,The boys that the husband liked called themselves .
71,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,called,themselves,The husbands that the boy liked called themselves . <eos>,The husbands that the boy liked called themselves .
71,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,called,themselves,The girls that the wife liked called themselves . <eos>,The girls that the wife liked called themselves .
71,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,called,themselves,The wives that the girl liked called themselves . <eos>,The wives that the girl liked called themselves .
72,simple,local,c-command,1,a,male,none,none,boys,husbands,dedicated,themselves,The boys that the husbands liked dedicated themselves . <eos>,The boys that the husbands liked dedicated themselves .
72,simple,local,c-command,1,b,male,none,none,husbands,boys,dedicated,themselves,The husbands that the boys liked dedicated themselves . <eos>,The husbands that the boys liked dedicated themselves .
72,simple,local,c-command,1,a,female,none,none,girls,wives,dedicated,themselves,The girls that the wives liked dedicated themselves . <eos>,The girls that the wives liked dedicated themselves .
72,simple,local,c-command,1,b,female,none,none,wives,girls,dedicated,themselves,The wives that the girls liked dedicated themselves . <eos>,The wives that the girls liked dedicated themselves .
72,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,dedicated,themselves,The boy that the husbands liked dedicated themselves . <eos>,The boy that the husbands liked dedicated themselves .
72,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,dedicated,themselves,The husband that the boys liked dedicated themselves . <eos>,The husband that the boys liked dedicated themselves .
72,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,dedicated,themselves,The girl that the wives liked dedicated themselves . <eos>,The girl that the wives liked dedicated themselves .
72,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,dedicated,themselves,The wife that the girls liked dedicated themselves . <eos>,The wife that the girls liked dedicated themselves .
72,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,dedicated,themselves,The boys that the husband liked dedicated themselves . <eos>,The boys that the husband liked dedicated themselves .
72,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,dedicated,themselves,The husbands that the boy liked dedicated themselves . <eos>,The husbands that the boy liked dedicated themselves .
72,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,dedicated,themselves,The girls that the wife liked dedicated themselves . <eos>,The girls that the wife liked dedicated themselves .
72,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,dedicated,themselves,The wives that the girl liked dedicated themselves . <eos>,The wives that the girl liked dedicated themselves .
73,simple,local,c-command,1,a,male,none,none,boys,husbands,declared,themselves,The boys that the husbands liked declared themselves . <eos>,The boys that the husbands liked declared themselves .
73,simple,local,c-command,1,b,male,none,none,husbands,boys,declared,themselves,The husbands that the boys liked declared themselves . <eos>,The husbands that the boys liked declared themselves .
73,simple,local,c-command,1,a,female,none,none,girls,wives,declared,themselves,The girls that the wives liked declared themselves . <eos>,The girls that the wives liked declared themselves .
73,simple,local,c-command,1,b,female,none,none,wives,girls,declared,themselves,The wives that the girls liked declared themselves . <eos>,The wives that the girls liked declared themselves .
73,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,declared,themselves,The boy that the husbands liked declared themselves . <eos>,The boy that the husbands liked declared themselves .
73,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,declared,themselves,The husband that the boys liked declared themselves . <eos>,The husband that the boys liked declared themselves .
73,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,declared,themselves,The girl that the wives liked declared themselves . <eos>,The girl that the wives liked declared themselves .
73,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,declared,themselves,The wife that the girls liked declared themselves . <eos>,The wife that the girls liked declared themselves .
73,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,declared,themselves,The boys that the husband liked declared themselves . <eos>,The boys that the husband liked declared themselves .
73,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,declared,themselves,The husbands that the boy liked declared themselves . <eos>,The husbands that the boy liked declared themselves .
73,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,declared,themselves,The girls that the wife liked declared themselves . <eos>,The girls that the wife liked declared themselves .
73,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,declared,themselves,The wives that the girl liked declared themselves . <eos>,The wives that the girl liked declared themselves .
74,simple,local,c-command,1,a,male,none,none,boys,husbands,proved,themselves,The boys that the husbands liked proved themselves . <eos>,The boys that the husbands liked proved themselves .
74,simple,local,c-command,1,b,male,none,none,husbands,boys,proved,themselves,The husbands that the boys liked proved themselves . <eos>,The husbands that the boys liked proved themselves .
74,simple,local,c-command,1,a,female,none,none,girls,wives,proved,themselves,The girls that the wives liked proved themselves . <eos>,The girls that the wives liked proved themselves .
74,simple,local,c-command,1,b,female,none,none,wives,girls,proved,themselves,The wives that the girls liked proved themselves . <eos>,The wives that the girls liked proved themselves .
74,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,proved,themselves,The boy that the husbands liked proved themselves . <eos>,The boy that the husbands liked proved themselves .
74,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,proved,themselves,The husband that the boys liked proved themselves . <eos>,The husband that the boys liked proved themselves .
74,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,proved,themselves,The girl that the wives liked proved themselves . <eos>,The girl that the wives liked proved themselves .
74,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,proved,themselves,The wife that the girls liked proved themselves . <eos>,The wife that the girls liked proved themselves .
74,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,proved,themselves,The boys that the husband liked proved themselves . <eos>,The boys that the husband liked proved themselves .
74,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,proved,themselves,The husbands that the boy liked proved themselves . <eos>,The husbands that the boy liked proved themselves .
74,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,proved,themselves,The girls that the wife liked proved themselves . <eos>,The girls that the wife liked proved themselves .
74,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,proved,themselves,The wives that the girl liked proved themselves . <eos>,The wives that the girl liked proved themselves .
75,simple,local,c-command,1,a,male,none,none,boys,husbands,shot,themselves,The boys that the husbands liked shot themselves . <eos>,The boys that the husbands liked shot themselves .
75,simple,local,c-command,1,b,male,none,none,husbands,boys,shot,themselves,The husbands that the boys liked shot themselves . <eos>,The husbands that the boys liked shot themselves .
75,simple,local,c-command,1,a,female,none,none,girls,wives,shot,themselves,The girls that the wives liked shot themselves . <eos>,The girls that the wives liked shot themselves .
75,simple,local,c-command,1,b,female,none,none,wives,girls,shot,themselves,The wives that the girls liked shot themselves . <eos>,The wives that the girls liked shot themselves .
75,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,husbands,shot,themselves,The boy that the husbands liked shot themselves . <eos>,The boy that the husbands liked shot themselves .
75,simple,local,no-c-command,0,b,male,matrix_subj,number,husband,boys,shot,themselves,The husband that the boys liked shot themselves . <eos>,The husband that the boys liked shot themselves .
75,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,shot,themselves,The girl that the wives liked shot themselves . <eos>,The girl that the wives liked shot themselves .
75,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,shot,themselves,The wife that the girls liked shot themselves . <eos>,The wife that the girls liked shot themselves .
75,simple,local,c-command,1,a,male,rc_subj,number,boys,husband,shot,themselves,The boys that the husband liked shot themselves . <eos>,The boys that the husband liked shot themselves .
75,simple,local,c-command,1,b,male,rc_subj,number,husbands,boy,shot,themselves,The husbands that the boy liked shot themselves . <eos>,The husbands that the boy liked shot themselves .
75,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,shot,themselves,The girls that the wife liked shot themselves . <eos>,The girls that the wife liked shot themselves .
75,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,shot,themselves,The wives that the girl liked shot themselves . <eos>,The wives that the girl liked shot themselves .
