item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
73,embed,local,1,b,female,nonlocal_subj,number,wife,girls,declared,them,The wife said that the girls declared them . <eos>,The wife said that the girls declared them .
73,embed,nonlocal,0,a,male,local_subj,number,boys,husband,declared,them,The boys said that the husband declared them . <eos>,The boys said that the husband declared them .
73,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,declared,them,The husbands said that the boy declared them . <eos>,The husbands said that the boy declared them .
73,embed,nonlocal,0,a,female,local_subj,number,girls,wife,declared,them,The girls said that the wife declared them . <eos>,The girls said that the wife declared them .
73,embed,nonlocal,0,b,female,local_subj,number,wives,girl,declared,them,The wives said that the girl declared them . <eos>,The wives said that the girl declared them .
74,embed,local,1,a,male,none,none,boys,husbands,proved,them,The boys said that the husbands proved them . <eos>,The boys said that the husbands proved them .
74,embed,local,1,b,male,none,none,husbands,boys,proved,them,The husbands said that the boys proved them . <eos>,The husbands said that the boys proved them .
74,embed,local,1,a,female,none,none,girls,wives,proved,them,The girls said that the wives proved them . <eos>,The girls said that the wives proved them .
74,embed,local,1,b,female,none,none,wives,girls,proved,them,The wives said that the girls proved them . <eos>,The wives said that the girls proved them .
74,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,proved,them,The boy said that the husbands proved them . <eos>,The boy said that the husbands proved them .
74,embed,local,1,b,male,nonlocal_subj,number,husband,boys,proved,them,The husband said that the boys proved them . <eos>,The husband said that the boys proved them .
74,embed,local,1,a,female,nonlocal_subj,number,girl,wives,proved,them,The girl said that the wives proved them . <eos>,The girl said that the wives proved them .
74,embed,local,1,b,female,nonlocal_subj,number,wife,girls,proved,them,The wife said that the girls proved them . <eos>,The wife said that the girls proved them .
74,embed,nonlocal,0,a,male,local_subj,number,boys,husband,proved,them,The boys said that the husband proved them . <eos>,The boys said that the husband proved them .
74,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,proved,them,The husbands said that the boy proved them . <eos>,The husbands said that the boy proved them .
74,embed,nonlocal,0,a,female,local_subj,number,girls,wife,proved,them,The girls said that the wife proved them . <eos>,The girls said that the wife proved them .
74,embed,nonlocal,0,b,female,local_subj,number,wives,girl,proved,them,The wives said that the girl proved them . <eos>,The wives said that the girl proved them .
75,embed,local,1,a,male,none,none,boys,husbands,shot,them,The boys said that the husbands shot them . <eos>,The boys said that the husbands shot them .
75,embed,local,1,b,male,none,none,husbands,boys,shot,them,The husbands said that the boys shot them . <eos>,The husbands said that the boys shot them .
75,embed,local,1,a,female,none,none,girls,wives,shot,them,The girls said that the wives shot them . <eos>,The girls said that the wives shot them .
75,embed,local,1,b,female,none,none,wives,girls,shot,them,The wives said that the girls shot them . <eos>,The wives said that the girls shot them .
75,embed,local,1,a,male,nonlocal_subj,number,boy,husbands,shot,them,The boy said that the husbands shot them . <eos>,The boy said that the husbands shot them .
75,embed,local,1,b,male,nonlocal_subj,number,husband,boys,shot,them,The husband said that the boys shot them . <eos>,The husband said that the boys shot them .
75,embed,local,1,a,female,nonlocal_subj,number,girl,wives,shot,them,The girl said that the wives shot them . <eos>,The girl said that the wives shot them .
75,embed,local,1,b,female,nonlocal_subj,number,wife,girls,shot,them,The wife said that the girls shot them . <eos>,The wife said that the girls shot them .
75,embed,nonlocal,0,a,male,local_subj,number,boys,husband,shot,them,The boys said that the husband shot them . <eos>,The boys said that the husband shot them .
75,embed,nonlocal,0,b,male,local_subj,number,husbands,boy,shot,them,The husbands said that the boy shot them . <eos>,The husbands said that the boy shot them .
75,embed,nonlocal,0,a,female,local_subj,number,girls,wife,shot,them,The girls said that the wife shot them . <eos>,The girls said that the wife shot them .
75,embed,nonlocal,0,b,female,local_subj,number,wives,girl,shot,them,The wives said that the girl shot them . <eos>,The wives said that the girl shot them .
